title,authors,source,date,database,quote,download
我国创业教育研究热点及展望,"['张雷', '刘晓莉']",科技创业月刊,2021-07-25,期刊,,60

基于CiteSpace的养老保险制度研究热点综述,"['曹幸如', '杨剑']",科技创业月刊,2021-07-25,期刊,,90

基于共词分析和主题挖掘的档案服务创新研究,"['李晓峰', '李坤琪', '袁杰', '杨鑫', '杨秀璋', '', '罗子江']",信息技术与信息化,2021-07-25,期刊,,96

水利风景区视角下的幸福河建设——基于CiteSpace的可视化分析,"['张智通', '张宇', '张琰彬', '薛翘楚']",城市住宅,2021-07-25,期刊,,32

基于专利信息计量的知识图谱技术专利分析,['古奕乐'],图书情报导刊,2021-07-25,期刊,,110

基于全球专利的知识图谱技术发展与竞争态势分析,"['朱焱', '王涓', '马重阳', '王凌云', '张娜']",图书情报导刊,2021-07-25,期刊,,138

title,authors,source,date,database,quote,download

基于CiteSpace的我国基础教育知识图谱可视化分析,['王彦丁'],数字技术与应用,2021-07-25,期刊,,115

基于Neo4j的冠心病中医辨证论治知识图谱研究,"['陈善达', '夏帅帅', '邓文祥', '李亮', '晏峻峰']",中国医药导报,2021-07-25,期刊,,194

近10年中国户外运动研究述评,['严虹'],当代体育科技,2021-07-25,期刊,,55

我国STEM教育的研究进展及趋势研究分析,['梅茜'],教师,2021-07-25,期刊,,26

基于CiteSpace对中医药防治男性少弱精子症的可视化分析,"['梁景辉', '朱闽', '买鹏宇', '彭杰', '时雪']",世界科学技术-中医药现代化,2021-07-23,期刊,,504

基于CiteSpace的国内虚拟现实在医学应用方面的研究热点及趋势,"['岳新', '关然丽', '王金环']",黑龙江科学,2021-07-23,期刊,,103

兼顾安全与发展的情报学研究新动态——评《情报学进展》(第十三卷),"['孙建军', '李阳']",情报理论与实践,2021-07-23,期刊,,163

儿童哲学与儿童哲学教育的研究回溯与展望——基于CiteSpace知识图谱分析,"['王宇娇', '王萍']",早期教育,2021-07-22,期刊,,10

21世纪以来我国学前教育师资培养的研究热点及趋势展望——基于SATI和CiteSpace的可视化分析,"['孙小鑫', '但菲']",早期教育,2021-07-22,期刊,,13

我国5G与人工智能融合发展研究态势分析——基于文献计量与知识图谱,[],世界科技研究与发展,2021-07-21,期刊,,543

中国农村电商的研究热点与演进脉络分析——基于2011—2020年CNKI数据的可视化研究,"['刘灵犀', '刘珊', '张坤']",中南林业科技大学学报(社会科学版),2021-07-21,期刊,,527

基于CiteSpace的学习分析热点与发展趋势的研究,"['李春英', '李琨']",文化创新比较研究,2021-07-21,期刊,,68

基于CiteSpaceV的国际协同创新网络研究的知识图谱分析,"['胡燕玲', '李梦', '毛雪娣']",技术与创新管理,2021-07-20,期刊,,85

近四十年国内模糊语言学研究综述(1979—2019),['李颖杰'],长春师范大学学报,2021-07-20,期刊,,275

基于CiteSpace科学知识图谱的国内外宣翻译研究,"['刘翠萍', '李奕华']",哈尔滨学院学报,2021-07-20,期刊,,100

基于Web of Science数据库近5年小儿肝移植研究热点知识图谱分析,"['李爽', '李娜娜', '李姗霓', '李杨', '李银平']",实用器官移植电子杂志,2021-07-20,期刊,,140

基层医疗卫生机构服务能力主题研究领域的知识图谱分析,"['邹蒙', '陈玲', '吴颖敏']",中国农村卫生事业管理,2021-07-20,期刊,,201

国外营销传播研究的知识结构与前沿热点——基于CiteSpace知识图谱的可视化分析(2013-2019),['海兰馨'],东南传播,2021-07-20,期刊,,100

基于CiteSpace的国内外设计服务产业领域知识图谱研究,"['陈茂清', '曹小琴', '赵璧', '沈强']",科技管理研究,2021-07-20,期刊,,138

思政课教学十年研究热点回顾与展望——基于CNKI 2009-2019文献的可视化研究,"['吴春艳', '陈燕妮']",唐山师范学院学报,2021-07-20,期刊,,60

title,authors,source,date,database,quote,download

煤矿机电技术管理发展综述,[],中国新通信,2021-07-20,期刊,,18

本科层次职业教育研究现状、热点及趋势——基于知识图谱可视化分析,['李博文'],西北成人教育学院学报,2021-07-20,期刊,,667

我国继续教育扶贫研究的回顾与展望——基于CiteSpace的可视化分析,['王保英'],职教论坛,2021-07-20,期刊,,540

基于Cite Space的管理科学与工程专业研究热点和趋势分析,"['陈楚湘', '陈登', '闫坤', '王帆']",信息系统工程,2021-07-20,期刊,,160

我国终身学习的研究热点及发展趋势——基于1999—2019年CNKI期刊文献的共词可视化分析,['刘兴宇'],文化学刊,2021-07-20,期刊,,7

我国师范院校通识教育的研究动态与演进趋势——基于CNKI文献的可视化知识图谱分析,"['林利民', '韩国海']",辽宁教育行政学院学报,2021-07-20,期刊,,15

基于科学知识图谱的本科毕业论文质量评价研究热点及趋势分析,"['赖玉洁', '胡一博']",西安航空学院学报,2021-07-20,期刊,,6

关于社科学术期刊研究的热点分析与前沿展望——基于CNKI期刊数据的文献计量分析,['巨慧慧'],理论观察,2021-07-20,期刊,,5

知识图谱视角下的中国青铜器可视化分析,[],包装工程,2021-07-19,期刊,,477

安宁疗护科研合作网络的可视化分析,[],中华现代护理杂志,2021-07-16,期刊,,

基于Citespace的宅基地整理研究进展,"['于茹月', '徐清风', '勾宇轩', '黄元仿']",中国农业大学学报,2021-07-16,期刊,,573

乡村振兴战略的研究进展——基于CiteSpace的可视化知识图谱分析,"['陈静', '陈君怡颐']",农业与技术,2021-07-15,期刊,,571

近二十年来国内休闲价值研究概述,"['郭晨娟', '吴文新']",湖北理工学院学报(人文社会科学版),2021-07-15,期刊,,116

图情档期刊上的“智库”知识图谱——27种核心刊物的可视化分析,"['杜京容', '刘大伟']",淮阴师范学院学报(哲学社会科学版),2021-07-15,期刊,,110

基于科学知识图谱的区块链研究述评,"['梁睿昕', '李姚矿', '王雅琳', '张欣成']",经济管理,2021-07-15,期刊,,317

我国参政议政学术研究内容的可视化分析及建议,"['王怀诗', '龙雄']",河北省社会主义学院学报,2021-07-15,期刊,,49

编辑出版学研究回顾与展望的另一种视角——基于《编辑学报》的观察,"['秦汉', '杨雅']",教育传媒研究,2021-07-15,期刊,,77

我国公共教育学研究回顾与展望——基于CiteSpace的知识图谱分析,"['王娜', '宋红英', '范孝楚']",漯河职业技术学院学报,2021-07-15,期刊,,208

基于CiteSpace的深井开采研究可视化分析,"['卢才武', '刘晓琴', '江松', '章赛']",采矿技术,2021-07-15,期刊,,58

基于CNKI数据库的茶园土壤酸化文献计量分析,"['贾宽宽', '舒英格', '张忠梁', '王渊', '任明慧']",中国农学通报,2021-07-15,期刊,,119

title,authors,source,date,database,quote,download

我国国家审计研究态势与热点扫描——基于改革开放以来的研究,['赵珂'],财政监督,2021-07-15,期刊,,81

新兴服务业人才培养研究的现状、热点与趋势,['李晓茜'],煤炭高等教育,2021-07-15,期刊,,20

我国虚拟仿真实验教学的发展与趋势研究——基于近十年中国知网文献的知识图谱分析,"['董桂伟', '赵国群', '王桂龙']",中国大学教学,2021-07-15,期刊,,212

产教融合教学模式的知识图谱可视化分析,"['邢飞燕', '施佺', '刘文杰']",软件,2021-07-15,期刊,,53

环境损害司法鉴定研究热点——基于科学知识图谱的文献分析,"['屈国强', '杨智曦', '梁曼', '郑娜', '刘宁国']",中国司法鉴定,2021-07-15,期刊,,55

近十年我国现代学徒制研究现状及研究热点——基于citespace的可视化分析,"['杜友坚', '汪梓慧']",中国成人教育,2021-07-15,期刊,,99

基于知识图谱的老年人出行行为特征研究进展,"['严海', '金瑞欣', '李涛']",长安大学学报(自然科学版),2021-07-15,期刊,,313

我国非洲教育研究的特点与路向——基于文献可视化的实证分析,"['刘秉栋', '张军广']",陇东学院学报,2021-07-15,期刊,,18

人际信任研究的知识图谱分析,"['白丽英', '李梓英']",福州大学学报(哲学社会科学版),2021-07-15,期刊,,75

基于CiteSpace的我国职业启蒙教育研究知识图谱分析,"['邱亮晶', '万红新', '李祖民']",青岛职业技术学院学报,2021-07-15,期刊,,10

大学生党员发展研究的可视化分析（2001-2020）,"['许风顺', '陈刚', '张鹏']",西藏民族大学学报(哲学社会科学版),2021-07-15,期刊,,19

立德树人背景下高校辅导员队伍建设研究——基于CiteSpace5.7可视化科学图谱分析（2000—2019年）,['陆楠'],文教资料,2021-07-15,期刊,,7

高中生物核心素养教学研究的文献计量学分析,['李慧娇'],学园,2021-07-15,期刊,,1

基于知识元的万里茶道数字资源知识抽取与组织研究,"['曾刚', '赵雪芹']",情报理论与实践,2021-07-14,期刊,,286

2000-2019年国际排球运动研究动态——基于CiteSpace的可视化分析,"['张乐乐', '史友宽']",四川体育科学,2021-07-14,期刊,,181

基于Citespace的国内体育领域肌电研究知识图谱分析,"['王相荣', '李瑞奇']",体育科技文献通报,2021-07-14,期刊,,105

我国校园足球的热点研究——基于知识图谱的可视化分析,"['孙楚', '郭兆霞']",体育科技文献通报,2021-07-14,期刊,,212

热点与演进:体育伦理研究进展——基于CiteSpace知识图谱分析,"['李宏斌', '赵晨雨']",体育科技文献通报,2021-07-14,期刊,,122

基于Citespace的国内体育学科核心素养的可视化分析,"['廖锦群', '宋淑华', '张滨', '李剑']",体育科技文献通报,2021-07-14,期刊,,234

基于知识图谱的国内海归创业研究进展综述,"['朱金生', '陈丽丝', '蒋武']",管理现代化,2021-07-13,期刊,,327

title,authors,source,date,database,quote,download

中国企业混合所有制改革研究综述——基于知识图谱分析,"['朱和平', '刘晶晶']",管理现代化,2021-07-13,期刊,,488

基于CiteSpace的国内博物馆旅游文献计量分析,"['胡小英', '汪嘉昱', '余雪']",技术与市场,2021-07-13,期刊,,175

我国区域创新的研究现状与未来趋势——基于CiteSpace的知识图谱分析,['杨华'],技术与市场,2021-07-13,期刊,,173

国际广告研究的知识基础与研究前沿——基于SSCI数据库的知识图谱发现,['骆敏'],湖南理工学院学报(自然科学版),2021-07-13,期刊,,120

2000-2018年我国农村体育教师的知识图谱分析,"['周天伦', '冯晓丽']",四川体育科学,2021-07-13,期刊,,115

我国教育与生产劳动相结合研究的可视化分析,"['陈荟', '桑尔璇']",西南大学学报(社会科学版),2021-07-13,期刊,,614

历史街区研究知识图谱的可视化分析,"['闫晨', '吴玉萍', '周卫', '任维', '黄河', '', '兰思仁', '方诚']",西南师范大学学报(自然科学版),2021-07-13,期刊,,248

近二十一年我国学习策略研究热点与前沿的知识图谱分析,['贺斌'],科技资讯,2021-07-13,期刊,,11

基于文献计量视角的广西民族文化建设可视化研究,['杨针'],文化创新比较研究,2021-07-11,期刊,,17

标准规范知识图谱(SKGA)联盟2021年第四次工作会议召开,[],信息技术与标准化,2021-07-10,期刊,,36

基于CNKI的装配式建筑相关文献计量分析,"['王家益', '张敏', '张仁猛']",项目管理技术,2021-07-10,期刊,,83

中国环保督察制度研究的知识图谱量化分析,"['杨腾婕', '顾湘']",中阿科技论坛(中英文),2021-07-10,期刊,,81

1999—2019年高校教师队伍建设研究的知识图谱分析,"['李卓远', '苌庆辉']",中阿科技论坛(中英文),2021-07-10,期刊,,66

OSCE在我国护理领域的研究现状及热点分析——基于CiteSpace软件的知识图谱分析,"['付蓓', '孙晶晶', '贺惠娟']",卫生职业教育,2021-07-10,期刊,,90

双渠道供应链研究进展的知识图谱分析——基于中文核心期刊文献,"['吕艳婷', '叶欣梁', '孙瑞红']",物流科技,2021-07-10,期刊,,157

国内外图情领域可视化比较研究——基于SSCI与CSSCI期刊论文的计量与可视化分析,['王燕平'],图书馆理论与实践,2021-07-10,期刊,,441

国内外知识图谱发展趋势和研究热点演变分析,"['张玉柳', '赵波']",图书馆理论与实践,2021-07-10,期刊,,722

社会治理共同体研究的现状、演进与展望——基于CNKI、万方和维普核心期刊的可视化分析,"['郭锦蒙', '关信平']",西南民族大学学报(人文社会科学版),2021-07-10,期刊,,845

学生综合素质评价研究的主题与逻辑,['沈彦彬'],考试研究,2021-07-10,期刊,,97

中国广告教育近四十年研究热点转向——基于CiteSpace的可视化呈现,"['商建辉', '李萃']",保定学院学报,2021-07-09,期刊,,127

title,authors,source,date,database,quote,download

新世纪以来脱贫攻坚研究进展及展望——基于国内博士论文文本的计量分析,"['冯艳博', '贾美枝']",统计与管理,2021-07-09,期刊,,183

绿色金融研究文献综述,"['王子璇', '沈晓莉', '吴陈萱']",合作经济与科技,2021-07-08,期刊,,1921

我国智慧教育知识图谱分析,"['赵薇', '李柃均', '金星彤']",合作经济与科技,2021-07-08,期刊,,297

混合式教学模式研究现状的可视化分析——基于CNKI的CiteSpace知识图谱分析,['高涵'],黑龙江科学,2021-07-08,期刊,,182

水产养殖生物脱氮领域研究的知识图谱可视化分析,"['司圆圆', '张卓婷', '陈兴汉', '余祥勇']",安徽农业科学,2021-07-08,期刊,,29

2015-2019年国际大气科学领域科研合作态势的图谱分析,[],世界科技研究与发展,2021-07-07,期刊,,130

国际开放教育研究的知识基础与演进脉络——基于Web of Science和Scopus数据的分析,"['王向旭', '杨孝堂']",成人教育,2021-07-07,期刊,,200

基于CiteSpace知识图谱的中国近二十年城市绿地使用者需求研究综述,"['戴斯竹', '赵兵']",园林,2021-07-06,期刊,,332
